Time (s),Latitude,Longitude
250,-27.9346,153.3904
251,-27.9346,153.3904
252,-27.9346,153.3904
253,-27.9346,153.3904
254,-27.9345,153.3904
281,-27.9345,153.3904
282,-27.9345,153.3904
283,-27.9345,153.3904
284,-27.9345,153.3904
285,-27.9344,153.3904
286,-27.9344,153.3904
287,-27.9344,153.3904
288,-27.9344,153.3904
289,-27.9344,153.3904
290,-27.9344,153.3904
291,-27.9344,153.3904
292,-27.9344,153.3904
293,-27.9344,153.3904
